x1km_square,species,n_observed
NN8497,Andrena trimmerana,0
NN8497,Andrena wilkella,0
NN8497,Anthidium manicatum,0
NN8497,Anthophora furcata,0
NN8497,Anthophora plumipes,0
NN8497,Apis mellifera,0
NN8497,Arctophila superbiens,0
NN8497,Bombus barbutellus,0
NN8497,Bombus bohemicus,0
NN8497,Bombus campestris,0
NN8497,Bombus hortorum,0
NN8497,Bombus humilis,0
NN8497,Bombus hypnorum,0
NN8497,Bombus jonellus,3
NN8497,Bombus lapidarius,0
NN8497,Bombus lucorum,6
NN8497,Bombus monticola,22
NN8497,Bombus muscorum,0
NN8497,Bombus pascuorum,0
NN8497,Bombus pratorum,1
NN8497,Bombus ruderarius,0
NN8497,Bombus ruderatus,0
NN8497,Bombus rupestris,0
NN8497,Bombus soroeensis,1
NN8497,Bombus sylvestris,1
NN8497,Bombus terrestris,0
NN8497,Bombus vestalis,0
NN8497,Chalcosyrphus nemorum,0
NN8497,Cheilosia albitarsis,0
NN8497,Cheilosia bergenstammi,0
NN8497,Cheilosia fraterna,0
NN8497,Cheilosia illustrata,0
NN8497,Cheilosia lasiopa,0
NN8497,Cheilosia latifrons,0
NN8497,Cheilosia pagana,0
NN8497,Cheilosia proxima,0
NN8497,Cheilosia soror,0
NN8497,Cheilosia vernalis,0
NN8497,Chelostoma campanularum,0
NN8497,Chrysogaster cemiteriorum,0
NN8497,Chrysogaster virescens,0
NN8497,Chrysotoxum arcuatum,0
NN8497,Chrysotoxum bicinctum,0
NN8497,Chrysotoxum festivum,0
NN8497,Chrysotoxum verralli,0
NN8497,Coelioxys elongata,0
NN8497,Coelioxys inermis,0
NN8497,Colletes similis,0
NN8497,Colletes succinctus,0
NN8497,Dasypoda hirtipes,0
NN8497,Dasysyrphus albostriatus,0
NN8497,Dasysyrphus neovenustus,1
NN8497,Dasysyrphus tricinctus,0
NN8497,Dasysyrphus venustus,0
NN8497,Epistrophe grossulariae,0
NN8497,Episyrphus balteatus,0
NN8497,Eristalinus aeneus,0
NN8497,Eristalinus sepulchralis,0
NN8497,Eristalis abusiva,0
NN8497,Eristalis abusivus,0
NN8497,Eristalis arbustorum,0
NN8497,Eristalis horticola,0
NN8497,Eristalis intricaria,0
NN8497,Eristalis intricarius,0
NN8497,Eristalis nemorum,0
NN8497,Eristalis pertinax,5
NN8497,Eristalis rupium,0
NN8497,Eristalis tenax,0
NN8497,Eucera longicornis,0
NN8497,Eumerus funeralis,0
NN8497,Eumerus ornatus,0
NN8497,Eumerus strigatus,0
NN8497,Eupeodes corollae,0
NN8497,Eupeodes latifasciatus,0
NN8497,Eupeodes luniger,0
NN8497,Ferdinandea cuprea,0
NN8497,Halictus confusus,0
NN8497,Halictus eurygnathus,0
NN8497,Halictus rubicundus,0
NN8497,Halictus tumulorum,0
NN8497,Helophilus hybridus,0
NN8497,Helophilus pendulus,0
NN8497,Helophilus trivittatus,0
NN8497,Hylaeus brevicornis,0
NN8497,Hylaeus communis,0
NN8497,Hylaeus confusus,0
NN8497,Hylaeus dilatatus,0
NN8497,Hylaeus hyalinatus,0
NN8497,Hylaeus pectoralis,0
NN8497,Lasioglossum albipes,0
NN8497,Lasioglossum calceatum,0
NN8497,Lasioglossum cupromicans,0
NN8497,Lasioglossum fratellum,4
NN8497,Lasioglossum fulvicorne,0
NN8497,Lasioglossum laevigatum,0
NN8497,Lasioglossum lativentre,0
NN8497,Lasioglossum leucopus,0
NN8497,Lasioglossum leucozonium,0
NN8497,Lasioglossum malachurum,0
NN8497,Lasioglossum minutissimum,0
NN8497,Lasioglossum morio,0
NN8497,Lasioglossum parvulum,0
NN8497,Lasioglossum pauperatum,0
NN8497,Lasioglossum pauxillum,0
NN8497,Lasioglossum punctatissimum,0
NN8497,Lasioglossum puncticolle,0
NN8497,Lasioglossum quadrinotatum,0
NN8497,Lasioglossum rufitarse,0
NN8497,Lasioglossum smeathmanellum,0
NN8497,Lasioglossum villosulum,0
NN8497,Lasioglossum xanthopus,0
NN8497,Lasioglossum zonulum,0
NN8497,Lejogaster metallina,0
NN8497,Leucozona glaucia,0
NN8497,Leucozona laternaria,0
NN8497,Macropis europaea,0
NN8497,Megachile centuncularis,0
NN8497,Megachile ligniseca,0
NN8497,Megachile versicolor,0
NN8497,Megachile willughbiella,0
NN8497,Melangyna cincta,0
NN8497,Melangyna labiatarum,0
NN8497,Melangyna lasiophthalma,0
NN8497,Melangyna umbellatarum,0
NN8497,Melanogaster aerosa,0
NN8497,Melanogaster hirtella,1
NN8497,Melanostoma form,0
NN8497,Melanostoma mellinum,0
NN8497,Melanostoma scalare,0
NN8497,Meliscaeva auricollis,0
NN8497,Meliscaeva cinctella,9
NN8497,Melitta leporina,0
NN8497,Merodon equestris,0
NN8497,Myathropa florea,0
NN8497,Neoascia geniculata,0
NN8497,Neoascia meticulosa,0
NN8497,Neoascia podagrica,4
NN8497,Neoascia tenur,1
NN8497,Nomada fabriciana,0
NN8497,Nomada flava,0
NN8497,Nomada flavoguttata,0
NN8497,Nomada flavopicta,0
NN8497,Nomada fucata,0
NN8497,Nomada goodeniana,0
NN8497,Nomada lathburiana,0
NN8497,Nomada marshamella,0
NN8497,Nomada obtusifrons,0
NN8497,Nomada panzeri,0
NN8497,Nomada ruficornis,0
NN8497,Nomada striata,0
NN8497,Orthonevra nobilis,0
NN8497,Osmia bicolor,0
NN8497,Osmia bicornis,0
NN8497,Osmia caerulescens,0
NN8497,Osmia leaiana,0
NN8497,Osmia spinulosa,0
NN8497,Panurgus banksianus,0
NN8497,Panurgus calcaratus,0
NN8497,Parasyrphus punctulatus,0
NN8497,Parhelophilus frutetorum,0
NN8497,Parhelophilus versicolor,0
NN8497,Pipiza bimaculata,0
NN8497,Pipizella viduata,0
NN8497,Platycheirus albimanus,1
NN8497,Platycheirus clypeatus,0
NN8497,Platycheirus granditarsus,0
NN8497,Platycheirus manicatus,0
NN8497,Platycheirus nielseni,1
NN8497,Platycheirus peltatus,1
NN8497,Platycheirus ramsarensis,0
NN8497,Platycheirus rosarum,0
NN8497,Platycheirus scutatus,0
NN8497,Platycheirus tarsalis,0
NN8497,Rhingia campestris,1
NN8497,Rhingia rostrata,0
NN8497,Riponnensia splendens,0
NN8497,Scaeva pyrastri,0
NN8497,Scaeva selenitica,0
NN8497,Sericomyia lappona,2
NN8497,Sericomyia silentis,22
NN8497,Sericomyia superbiens,0
NN8497,Sphaerophoria fatarum,0
NN8497,Sphaerophoria interrupta,0
NN8497,Sphaerophoria philanthus,2
NN8497,Sphaerophoria rueppellii,0
NN8497,Sphaerophoria scripta,0
NN8497,Sphaerophoria taeniata,0
NN8497,Sphecodes crassus,0
NN8497,Sphecodes ephippius,0
NN8497,Sphecodes ferruginatus,0
NN8497,Sphecodes geoffrellus,0
NN8497,Sphecodes monilicornis,0
NN8497,Sphecodes niger,0
NN8497,Sphegina clunipes,2
NN8497,Syritta pipiens,0
NN8497,Syrphus rectus,0
NN8497,Syrphus ribesii,3
NN8497,Syrphus torvus,1
NN8497,Syrphus vitripennis,0
NN8497,Tropidia scita,0
NN8497,Volucella bombylans,1
NN8497,Volucella inanis,0
NN8497,Volucella inflata,0
NN8497,Volucella pellucens,0
NN8497,Xanthogramma pedissequum,0
NN8497,Xanthogramma stackelbergi,0
NN8497,Xylota abiens,0
NN8497,Xylota jakutorum,14
NN8497,Xylota segnis,23
NN8497,Xylota sylvarum,0
NN8664,Anasimyia contracta,0
NN8664,Anasimyia lineata,0
NN8664,Anasimyia transfuga,0
NN8664,Andrena alfkenella,0
NN8664,Andrena angustior,0
NN8664,Andrena bicolor,0
NN8664,Andrena bucephala,0
NN8664,Andrena chrysosceles,0
NN8664,Andrena cineraria,0
NN8664,Andrena coitana,0
NN8664,Andrena denticulata,0
NN8664,Andrena dorsata,0
NN8664,Andrena flavipes,0
NN8664,Andrena fucata,0
NN8664,Andrena fulva,0
NN8664,Andrena haemorrhoa,0
NN8664,Andrena helvola,0
NN8664,Andrena humilis,0
NN8664,Andrena lapponica,0
NN8664,Andrena minutula,0
NN8664,Andrena nigriceps,0
NN8664,Andrena nigroaenea,0
NN8664,Andrena nitida,0
NN8664,Andrena scotica,0
NN8664,Andrena semilaevis,0
NN8664,Andrena subopaca,0
NN8664,Andrena synadelpha,0
NN8664,Andrena tarsata,0
NN8664,Andrena thoracica,0
NN8664,Andrena trimmerana,0
NN8664,Andrena wilkella,0
NN8664,Anthidium manicatum,0
NN8664,Anthophora furcata,0
NN8664,Anthophora plumipes,0
NN8664,Apis mellifera,1
NN8664,Arctophila superbiens,0
NN8664,Bombus barbutellus,0
NN8664,Bombus bohemicus,7
NN8664,Bombus campestris,6
NN8664,Bombus hortorum,2
NN8664,Bombus humilis,0
NN8664,Bombus hypnorum,0
NN8664,Bombus jonellus,14
NN8664,Bombus lapidarius,1
NN8664,Bombus lucorum,27
NN8664,Bombus monticola,0
NN8664,Bombus muscorum,1
NN8664,Bombus pascuorum,2
NN8664,Bombus pratorum,0
NN8664,Bombus ruderarius,0
NN8664,Bombus ruderatus,0
NN8664,Bombus rupestris,0
NN8664,Bombus soroeensis,20
NN8664,Bombus sylvestris,0
NN8664,Bombus terrestris,0
NN8664,Bombus vestalis,0
NN8664,Chalcosyrphus nemorum,0
NN8664,Cheilosia albitarsis,0
NN8664,Cheilosia bergenstammi,0
NN8664,Cheilosia fraterna,0
NN8664,Cheilosia illustrata,0
NN8664,Cheilosia lasiopa,0
NN8664,Cheilosia latifrons,0
NN8664,Cheilosia pagana,0
NN8664,Cheilosia proxima,0
NN8664,Cheilosia soror,0
NN8664,Cheilosia vernalis,0
NN8664,Chelostoma campanularum,0
NN8664,Chrysogaster cemiteriorum,0
NN8664,Chrysogaster virescens,0
NN8664,Chrysotoxum arcuatum,0
NN8664,Chrysotoxum bicinctum,0
NN8664,Chrysotoxum festivum,0
NN8664,Chrysotoxum verralli,0
NN8664,Coelioxys elongata,0
NN8664,Coelioxys inermis,0
NN8664,Colletes similis,0
NN8664,Colletes succinctus,1
NN8664,Dasypoda hirtipes,0
NN8664,Dasysyrphus albostriatus,0
NN8664,Dasysyrphus neovenustus,0
NN8664,Dasysyrphus tricinctus,0
NN8664,Dasysyrphus venustus,2
NN8664,Epistrophe grossulariae,0
NN8664,Episyrphus balteatus,0
NN8664,Eristalinus aeneus,0
NN8664,Eristalinus sepulchralis,0
NN8664,Eristalis abusiva,0
NN8664,Eristalis abusivus,0
NN8664,Eristalis arbustorum,1
NN8664,Eristalis horticola,0
NN8664,Eristalis intricaria,0
NN8664,Eristalis intricarius,0
NN8664,Eristalis nemorum,0
NN8664,Eristalis pertinax,8
NN8664,Eristalis rupium,0
NN8664,Eristalis tenax,1
NN8664,Eucera longicornis,0
NN8664,Eumerus funeralis,0
NN8664,Eumerus ornatus,0
NN8664,Eumerus strigatus,0
NN8664,Eupeodes corollae,0
NN8664,Eupeodes latifasciatus,0
NN8664,Eupeodes luniger,0
NN8664,Ferdinandea cuprea,0
NN8664,Halictus confusus,0
NN8664,Halictus eurygnathus,0
NN8664,Halictus rubicundus,0
NN8664,Halictus tumulorum,0
NN8664,Helophilus hybridus,0
NN8664,Helophilus pendulus,4
NN8664,Helophilus trivittatus,0
NN8664,Hylaeus brevicornis,0
NN8664,Hylaeus communis,0
NN8664,Hylaeus confusus,0
NN8664,Hylaeus dilatatus,0
NN8664,Hylaeus hyalinatus,0
NN8664,Hylaeus pectoralis,0
NN8664,Lasioglossum albipes,0
NN8664,Lasioglossum calceatum,0
NN8664,Lasioglossum cupromicans,0
NN8664,Lasioglossum fratellum,0
NN8664,Lasioglossum fulvicorne,0
NN8664,Lasioglossum laevigatum,0
NN8664,Lasioglossum lativentre,0
NN8664,Lasioglossum leucopus,0
NN8664,Lasioglossum leucozonium,0
NN8664,Lasioglossum malachurum,0
NN8664,Lasioglossum minutissimum,0
NN8664,Lasioglossum morio,0
NN8664,Lasioglossum parvulum,0
NN8664,Lasioglossum pauperatum,0
NN8664,Lasioglossum pauxillum,0
NN8664,Lasioglossum punctatissimum,0
NN8664,Lasioglossum puncticolle,0
NN8664,Lasioglossum quadrinotatum,0
NN8664,Lasioglossum rufitarse,0
NN8664,Lasioglossum smeathmanellum,0
NN8664,Lasioglossum villosulum,0
NN8664,Lasioglossum xanthopus,0
NN8664,Lasioglossum zonulum,0
NN8664,Lejogaster metallina,0
NN8664,Leucozona glaucia,0
NN8664,Leucozona laternaria,0
NN8664,Macropis europaea,0
NN8664,Megachile centuncularis,0
NN8664,Megachile ligniseca,0
NN8664,Megachile versicolor,0
NN8664,Megachile willughbiella,0
NN8664,Melangyna cincta,0
NN8664,Melangyna labiatarum,0
NN8664,Melangyna lasiophthalma,0
NN8664,Melangyna umbellatarum,0
NN8664,Melanogaster aerosa,0
NN8664,Melanogaster hirtella,0
NN8664,Melanostoma form,0
NN8664,Melanostoma mellinum,0
NN8664,Melanostoma scalare,0
NN8664,Meliscaeva auricollis,0
NN8664,Meliscaeva cinctella,0
NN8664,Melitta leporina,0
NN8664,Merodon equestris,0
NN8664,Myathropa florea,0
NN8664,Neoascia geniculata,0
NN8664,Neoascia meticulosa,0
NN8664,Neoascia podagrica,0
NN8664,Neoascia tenur,0
NN8664,Nomada fabriciana,0
NN8664,Nomada flava,0
NN8664,Nomada flavoguttata,0
NN8664,Nomada flavopicta,0
NN8664,Nomada fucata,0
NN8664,Nomada goodeniana,0
NN8664,Nomada lathburiana,0
NN8664,Nomada marshamella,0
NN8664,Nomada obtusifrons,0
NN8664,Nomada panzeri,0
NN8664,Nomada ruficornis,0
NN8664,Nomada striata,0
NN8664,Orthonevra nobilis,0
NN8664,Osmia bicolor,0
NN8664,Osmia bicornis,0
NN8664,Osmia caerulescens,0
NN8664,Osmia leaiana,0
NN8664,Osmia spinulosa,0
NN8664,Panurgus banksianus,0
NN8664,Panurgus calcaratus,0
NN8664,Parasyrphus punctulatus,0
NN8664,Parhelophilus frutetorum,0
NN8664,Parhelophilus versicolor,0
NN8664,Pipiza bimaculata,0
NN8664,Pipizella viduata,0
NN8664,Platycheirus albimanus,6
NN8664,Platycheirus clypeatus,0
NN8664,Platycheirus granditarsus,0
NN8664,Platycheirus manicatus,0
NN8664,Platycheirus nielseni,0
NN8664,Platycheirus peltatus,0
NN8664,Platycheirus ramsarensis,0
NN8664,Platycheirus rosarum,0
NN8664,Platycheirus scutatus,0
NN8664,Platycheirus tarsalis,0
NN8664,Rhingia campestris,0
NN8664,Rhingia rostrata,0
NN8664,Riponnensia splendens,0
NN8664,Scaeva pyrastri,0
NN8664,Scaeva selenitica,0
NN8664,Sericomyia lappona,2
NN8664,Sericomyia silentis,7
NN8664,Sericomyia superbiens,0
NN8664,Sphaerophoria fatarum,0
NN8664,Sphaerophoria interrupta,0
NN8664,Sphaerophoria philanthus,0
NN8664,Sphaerophoria rueppellii,0
NN8664,Sphaerophoria scripta,0
NN8664,Sphaerophoria taeniata,0
NN8664,Sphecodes crassus,0
NN8664,Sphecodes ephippius,0
NN8664,Sphecodes ferruginatus,0
NN8664,Sphecodes geoffrellus,0
NN8664,Sphecodes monilicornis,0
NN8664,Sphecodes niger,0
NN8664,Sphegina clunipes,0
NN8664,Syritta pipiens,0
NN8664,Syrphus rectus,0
NN8664,Syrphus ribesii,6
NN8664,Syrphus torvus,1
NN8664,Syrphus vitripennis,3
NN8664,Tropidia scita,0
NN8664,Volucella bombylans,0
NN8664,Volucella inanis,0
NN8664,Volucella inflata,0
NN8664,Volucella pellucens,0
NN8664,Xanthogramma pedissequum,0
NN8664,Xanthogramma stackelbergi,0
NN8664,Xylota abiens,0
NN8664,Xylota jakutorum,0
NN8664,Xylota segnis,0
NN8664,Xylota sylvarum,0
NO4923,Anasimyia contracta,0
NO4923,Anasimyia lineata,0
NO4923,Anasimyia transfuga,0
NO4923,Andrena alfkenella,0
NO4923,Andrena angustior,0
NO4923,Andrena bicolor,0
NO4923,Andrena bucephala,0
NO4923,Andrena chrysosceles,0
NO4923,Andrena cineraria,0
NO4923,Andrena coitana,0
NO4923,Andrena denticulata,0
NO4923,Andrena dorsata,0
NO4923,Andrena flavipes,0
NO4923,Andrena fucata,0
NO4923,Andrena fulva,0
NO4923,Andrena haemorrhoa,0
NO4923,Andrena helvola,0
NO4923,Andrena humilis,0
NO4923,Andrena lapponica,0
NO4923,Andrena minutula,0
NO4923,Andrena nigriceps,0
NO4923,Andrena nigroaenea,0
NO4923,Andrena nitida,0
NO4923,Andrena scotica,0
NO4923,Andrena semilaevis,0
NO4923,Andrena subopaca,0
NO4923,Andrena synadelpha,0
NO4923,Andrena tarsata,0
NO4923,Andrena thoracica,0
NO4923,Andrena trimmerana,0
NO4923,Andrena wilkella,0
NO4923,Anthidium manicatum,0
NO4923,Anthophora furcata,0
NO4923,Anthophora plumipes,0
NO4923,Apis mellifera,0
NO4923,Arctophila superbiens,0
NO4923,Bombus barbutellus,0
NO4923,Bombus bohemicus,0
NO4923,Bombus campestris,0
NO4923,Bombus hortorum,2
NO4923,Bombus humilis,0
NO4923,Bombus hypnorum,0
NO4923,Bombus jonellus,0
NO4923,Bombus lapidarius,0
NO4923,Bombus lucorum,5
NO4923,Bombus monticola,0
NO4923,Bombus muscorum,0
NO4923,Bombus pascuorum,0
NO4923,Bombus pratorum,0
NO4923,Bombus ruderarius,0
NO4923,Bombus ruderatus,0
NO4923,Bombus rupestris,0
NO4923,Bombus soroeensis,0
NO4923,Bombus sylvestris,0
NO4923,Bombus terrestris,2
NO4923,Bombus vestalis,0
NO4923,Chalcosyrphus nemorum,0
NO4923,Cheilosia albitarsis,0
NO4923,Cheilosia bergenstammi,0
NO4923,Cheilosia fraterna,0
NO4923,Cheilosia illustrata,0
NO4923,Cheilosia lasiopa,0
NO4923,Cheilosia latifrons,0
NO4923,Cheilosia pagana,0
NO4923,Cheilosia proxima,0
NO4923,Cheilosia soror,0
NO4923,Cheilosia vernalis,0
NO4923,Chelostoma campanularum,0
NO4923,Chrysogaster cemiteriorum,0
NO4923,Chrysogaster virescens,0
NO4923,Chrysotoxum arcuatum,0
NO4923,Chrysotoxum bicinctum,0
NO4923,Chrysotoxum festivum,0
NO4923,Chrysotoxum verralli,0
NO4923,Coelioxys elongata,0
NO4923,Coelioxys inermis,0
NO4923,Colletes similis,0
NO4923,Colletes succinctus,0
NO4923,Dasypoda hirtipes,0
NO4923,Dasysyrphus albostriatus,0
NO4923,Dasysyrphus neovenustus,0
NO4923,Dasysyrphus tricinctus,0
NO4923,Dasysyrphus venustus,0
NO4923,Epistrophe grossulariae,0
NO4923,Episyrphus balteatus,2
NO4923,Eristalinus aeneus,0
NO4923,Eristalinus sepulchralis,0
NO4923,Eristalis abusiva,0
NO4923,Eristalis abusivus,0
NO4923,Eristalis arbustorum,0
NO4923,Eristalis horticola,0
NO4923,Eristalis intricaria,0
NO4923,Eristalis intricarius,0
NO4923,Eristalis nemorum,0
NO4923,Eristalis pertinax,0
NO4923,Eristalis rupium,0
NO4923,Eristalis tenax,0
NO4923,Eucera longicornis,0
NO4923,Eumerus funeralis,0
NO4923,Eumerus ornatus,0
NO4923,Eumerus strigatus,0
NO4923,Eupeodes corollae,1
NO4923,Eupeodes latifasciatus,0
NO4923,Eupeodes luniger,0
NO4923,Ferdinandea cuprea,0
NO4923,Halictus confusus,0
NO4923,Halictus eurygnathus,0
NO4923,Halictus rubicundus,0
NO4923,Halictus tumulorum,0
NO4923,Helophilus hybridus,0
NO4923,Helophilus pendulus,0
NO4923,Helophilus trivittatus,0
NO4923,Hylaeus brevicornis,0
NO4923,Hylaeus communis,0
NO4923,Hylaeus confusus,0
NO4923,Hylaeus dilatatus,0
NO4923,Hylaeus hyalinatus,0
NO4923,Hylaeus pectoralis,0
NO4923,Lasioglossum albipes,0
NO4923,Lasioglossum calceatum,0
NO4923,Lasioglossum cupromicans,0
NO4923,Lasioglossum fratellum,0
NO4923,Lasioglossum fulvicorne,0
NO4923,Lasioglossum laevigatum,0
NO4923,Lasioglossum lativentre,0
NO4923,Lasioglossum leucopus,0
NO4923,Lasioglossum leucozonium,0
NO4923,Lasioglossum malachurum,0
NO4923,Lasioglossum minutissimum,0
NO4923,Lasioglossum morio,0
NO4923,Lasioglossum parvulum,0
NO4923,Lasioglossum pauperatum,0
NO4923,Lasioglossum pauxillum,0
NO4923,Lasioglossum punctatissimum,0
NO4923,Lasioglossum puncticolle,0
NO4923,Lasioglossum quadrinotatum,0
NO4923,Lasioglossum rufitarse,0
NO4923,Lasioglossum smeathmanellum,0
NO4923,Lasioglossum villosulum,0
NO4923,Lasioglossum xanthopus,0
NO4923,Lasioglossum zonulum,0
NO4923,Lejogaster metallina,0
NO4923,Leucozona glaucia,0
NO4923,Leucozona laternaria,0
NO4923,Macropis europaea,0
NO4923,Megachile centuncularis,0
NO4923,Megachile ligniseca,0
NO4923,Megachile versicolor,0
NO4923,Megachile willughbiella,0
NO4923,Melangyna cincta,0
NO4923,Melangyna labiatarum,0
NO4923,Melangyna lasiophthalma,0
NO4923,Melangyna umbellatarum,0
NO4923,Melanogaster aerosa,0
NO4923,Melanogaster hirtella,0
NO4923,Melanostoma form,0
NO4923,Melanostoma mellinum,0
NO4923,Melanostoma scalare,0
NO4923,Meliscaeva auricollis,0
NO4923,Meliscaeva cinctella,0
NO4923,Melitta leporina,0
NO4923,Merodon equestris,0
NO4923,Myathropa florea,0
NO4923,Neoascia geniculata,0
NO4923,Neoascia meticulosa,0
NO4923,Neoascia podagrica,0
NO4923,Neoascia tenur,0
NO4923,Nomada fabriciana,0
NO4923,Nomada flava,0
NO4923,Nomada flavoguttata,0
NO4923,Nomada flavopicta,0
NO4923,Nomada fucata,0
NO4923,Nomada goodeniana,0
NO4923,Nomada lathburiana,0
NO4923,Nomada marshamella,0
NO4923,Nomada obtusifrons,0
NO4923,Nomada panzeri,0
NO4923,Nomada ruficornis,0
NO4923,Nomada striata,0
NO4923,Orthonevra nobilis,0
NO4923,Osmia bicolor,0
NO4923,Osmia bicornis,0
NO4923,Osmia caerulescens,0
NO4923,Osmia leaiana,0
NO4923,Osmia spinulosa,0
NO4923,Panurgus banksianus,0
NO4923,Panurgus calcaratus,0
NO4923,Parasyrphus punctulatus,0
NO4923,Parhelophilus frutetorum,0
NO4923,Parhelophilus versicolor,0
NO4923,Pipiza bimaculata,0
NO4923,Pipizella viduata,0
NO4923,Platycheirus albimanus,0
NO4923,Platycheirus clypeatus,0
NO4923,Platycheirus granditarsus,0
NO4923,Platycheirus manicatus,0
NO4923,Platycheirus nielseni,0
NO4923,Platycheirus peltatus,0
NO4923,Platycheirus ramsarensis,0
NO4923,Platycheirus rosarum,0
NO4923,Platycheirus scutatus,0
NO4923,Platycheirus tarsalis,0
NO4923,Rhingia campestris,0
NO4923,Rhingia rostrata,0
NO4923,Riponnensia splendens,0
NO4923,Scaeva pyrastri,0
NO4923,Scaeva selenitica,0
NO4923,Sericomyia lappona,0
NO4923,Sericomyia silentis,0
NO4923,Sericomyia superbiens,0
NO4923,Sphaerophoria fatarum,0
NO4923,Sphaerophoria interrupta,0
NO4923,Sphaerophoria philanthus,0
NO4923,Sphaerophoria rueppellii,0
NO4923,Sphaerophoria scripta,0
NO4923,Sphaerophoria taeniata,0
NO4923,Sphecodes crassus,0
NO4923,Sphecodes ephippius,0
NO4923,Sphecodes ferruginatus,0
NO4923,Sphecodes geoffrellus,0
NO4923,Sphecodes monilicornis,0
NO4923,Sphecodes niger,0
NO4923,Sphegina clunipes,0
NO4923,Syritta pipiens,0
NO4923,Syrphus rectus,0
NO4923,Syrphus ribesii,2
NO4923,Syrphus torvus,1
NO4923,Syrphus vitripennis,0
NO4923,Tropidia scita,0
NO4923,Volucella bombylans,0
NO4923,Volucella inanis,0
NO4923,Volucella inflata,0
NO4923,Volucella pellucens,0
NO4923,Xanthogramma pedissequum,0
NO4923,Xanthogramma stackelbergi,0
NO4923,Xylota abiens,0
NO4923,Xylota jakutorum,1
NO4923,Xylota segnis,0
NO4923,Xylota sylvarum,0
NO7495,Anasimyia contracta,0
NO7495,Anasimyia lineata,0
NO7495,Anasimyia transfuga,0
NO7495,Andrena alfkenella,0
NO7495,Andrena angustior,0
NO7495,Andrena bicolor,1
NO7495,Andrena bucephala,0
NO7495,Andrena chrysosceles,0
NO7495,Andrena cineraria,0
NO7495,Andrena coitana,0
NO7495,Andrena denticulata,0
NO7495,Andrena dorsata,0
NO7495,Andrena flavipes,0
NO7495,Andrena fucata,0
NO7495,Andrena fulva,0
NO7495,Andrena haemorrhoa,3
NO7495,Andrena helvola,0
NO7495,Andrena humilis,0
NO7495,Andrena lapponica,0
NO7495,Andrena minutula,0
NO7495,Andrena nigriceps,0
NO7495,Andrena nigroaenea,0
NO7495,Andrena nitida,0
NO7495,Andrena scotica,1
NO7495,Andrena semilaevis,0
NO7495,Andrena subopaca,0
NO7495,Andrena synadelpha,0
NO7495,Andrena tarsata,0
NO7495,Andrena thoracica,0
NO7495,Andrena trimmerana,0
NO7495,Andrena wilkella,0
NO7495,Anthidium manicatum,0
NO7495,Anthophora furcata,0
NO7495,Anthophora plumipes,0
NO7495,Apis mellifera,5
NO7495,Arctophila superbiens,0
NO7495,Bombus barbutellus,0
NO7495,Bombus bohemicus,3
NO7495,Bombus campestris,0
NO7495,Bombus hortorum,9
NO7495,Bombus humilis,0
NO7495,Bombus hypnorum,0
NO7495,Bombus jonellus,0
NO7495,Bombus lapidarius,1
NO7495,Bombus lucorum,7
NO7495,Bombus monticola,0
NO7495,Bombus muscorum,0
NO7495,Bombus pascuorum,7
NO7495,Bombus pratorum,1
NO7495,Bombus ruderarius,0
NO7495,Bombus ruderatus,0
NO7495,Bombus rupestris,0
NO7495,Bombus soroeensis,1
NO7495,Bombus sylvestris,0
NO7495,Bombus terrestris,0
NO7495,Bombus vestalis,0
NO7495,Chalcosyrphus nemorum,0
NO7495,Cheilosia albitarsis,2
NO7495,Cheilosia bergenstammi,0
NO7495,Cheilosia fraterna,0
NO7495,Cheilosia illustrata,0
NO7495,Cheilosia lasiopa,0
NO7495,Cheilosia latifrons,0
NO7495,Cheilosia pagana,0
NO7495,Cheilosia proxima,0
NO7495,Cheilosia soror,0
NO7495,Cheilosia vernalis,1
NO7495,Chelostoma campanularum,0
NO7495,Chrysogaster cemiteriorum,0
NO7495,Chrysogaster virescens,0
NO7495,Chrysotoxum arcuatum,0
NO7495,Chrysotoxum bicinctum,0
NO7495,Chrysotoxum festivum,0
NO7495,Chrysotoxum verralli,0
NO7495,Coelioxys elongata,0
NO7495,Coelioxys inermis,0
NO7495,Colletes similis,0
NO7495,Colletes succinctus,0
NO7495,Dasypoda hirtipes,0
NO7495,Dasysyrphus albostriatus,0
NO7495,Dasysyrphus neovenustus,0
NO7495,Dasysyrphus tricinctus,0
NO7495,Dasysyrphus venustus,0
NO7495,Epistrophe grossulariae,0
NO7495,Episyrphus balteatus,48
NO7495,Eristalinus aeneus,0
NO7495,Eristalinus sepulchralis,0
NO7495,Eristalis abusiva,0
NO7495,Eristalis abusivus,1
NO7495,Eristalis arbustorum,4
NO7495,Eristalis horticola,0
NO7495,Eristalis intricaria,0
NO7495,Eristalis intricarius,0
NO7495,Eristalis nemorum,2
NO7495,Eristalis pertinax,7
NO7495,Eristalis rupium,0
NO7495,Eristalis tenax,2
NO7495,Eucera longicornis,0
NO7495,Eumerus funeralis,0
NO7495,Eumerus ornatus,0
NO7495,Eumerus strigatus,0
NO7495,Eupeodes corollae,14
NO7495,Eupeodes latifasciatus,5
NO7495,Eupeodes luniger,0
NO7495,Ferdinandea cuprea,2
NO7495,Halictus confusus,0
NO7495,Halictus eurygnathus,0
NO7495,Halictus rubicundus,0
NO7495,Halictus tumulorum,0
NO7495,Helophilus hybridus,1
NO7495,Helophilus pendulus,10
