x1km_square,flower_species,n_observed_flowers,flower_genus
NN7911,Taraxacum officinale,0,Taraxacum
NN7911,Teucrium scorodonia,0,Teucrium
NN7911,Thlaspi arvense,0,Thlaspi
NN7911,Thymus polytrichus,0,Thymus
NN7911,Thymus vulgaris,0,Thymus
NN7911,Torilis japonica,0,Torilis
NN7911,Tragopogon pratensis,0,Tragopogon
NN7911,Trientalis europaea,0,Trientalis
NN7911,Trifolium arvense,0,Trifolium
NN7911,Trifolium campestre,0,Trifolium
NN7911,Trifolium constantinopolitanum,0,Trifolium
NN7911,Trifolium dubium,0,Trifolium
NN7911,Trifolium pratense,0,Trifolium
NN7911,Trifolium repens,0,Trifolium
NN7911,Tripleurospermum inodorum,0,Tripleurospermum
NN7911,Tripleurospermum maritimum,0,Tripleurospermum
NN7911,Turgenia latifolia,0,Turgenia
NN7911,Ulex europaeus,0,Ulex
NN7911,Ulex gallii,0,Ulex
NN7911,Urtica dioica,0,Urtica
NN7911,Vaccinium myrtillus,0,Vaccinium
NN7911,Vaccinium oxycoccos,170,Vaccinium
NN7911,Vaccinium vitis,0,Vaccinium
NN7911,Valeriana dioica,0,Valeriana
NN7911,Valeriana officinalis,0,Valeriana
NN7911,Verbena officinalis,0,Verbena
NN7911,Verbena x,0,Verbena
NN7911,Veronica agrestis,0,Veronica
NN7911,Veronica arvensis,0,Veronica
NN7911,Veronica beccabunga,0,Veronica
NN7911,Veronica chamaedrys,0,Veronica
NN7911,Veronica hederifolia,0,Veronica
NN7911,Veronica montana,0,Veronica
NN7911,Veronica officinalis,0,Veronica
NN7911,Veronica persica,0,Veronica
NN7911,Veronica polita,0,Veronica
NN7911,Veronica serpyllifolia,0,Veronica
NN7911,Vicia benghalensis,0,Vicia
NN7911,Vicia cracca,0,Vicia
NN7911,Vicia faba,0,Vicia
NN7911,Vicia hirsuta,0,Vicia
NN7911,Vicia lutea,0,Vicia
NN7911,Vicia sativa,0,Vicia
NN7911,Vicia sepium,0,Vicia
NN7911,Vicia spp,0,Vicia
NN7911,Vicia tetrasperma,0,Vicia
NN7911,Viola arvensis,0,Viola
NN7911,Viola canina,0,Viola
NN7911,Viola palustris,0,Viola
NN7911,Viola riviniana,0,Viola
NN7911,Zea mays,0,Zea
NN8369,Acer pseudoplatanus,0,Acer
NN8369,Achillea millefolium,0,Achillea
NN8369,Achillea ptarmica,0,Achillea
NN8369,Aegopodium podagraria,0,Aegopodium
NN8369,Aethusa cynapium,0,Aethusa
NN8369,Ajuga reptans,0,Ajuga
NN8369,Alliaria petiolata,0,Alliaria
NN8369,Alnus glutinosa,0,Alnus
NN8369,Anagallis arvensis,0,Anagallis
NN8369,Anchusa arvensis,0,Anchusa
NN8369,Anemone nemorosa,0,Anemone
NN8369,Angelica sylvestris,0,Angelica
NN8369,Anthemis cotula,0,Anthemis
NN8369,Anthriscus caucalis,0,Anthriscus
NN8369,Anthriscus sylvestris,0,Anthriscus
NN8369,Apium nodiflorum,0,Apium
NN8369,Armeria maritima,0,Armeria
NN8369,Artemisia absinthium,0,Artemisia
NN8369,Artemisia annua,0,Artemisia
NN8369,Artemisia vulgaris,0,Artemisia
NN8369,Aster tripolium,0,Aster
NN8369,Atriplex patula,0,Atriplex
NN8369,Atriplex portulacoides,0,Atriplex
NN8369,Ballota nigra,0,Ballota
NN8369,Barbarea vulgaris,0,Barbarea
NN8369,Bellis perennis,0,Bellis
NN8369,Berula erecta,0,Berula
NN8369,Brassica napus,0,Brassica
NN8369,Brassica oleracea,0,Brassica
NN8369,Brassica rapa,0,Brassica
NN8369,Bryonia dioica,0,Bryonia
NN8369,Buddleja davidii,0,Buddleja
NN8369,Bupleurum tenuissimum,0,Bupleurum
NN8369,Calluna vulgaris,98,Calluna
NN8369,Caltha palustris,0,Caltha
NN8369,Calystegia sepium,0,Calystegia
NN8369,Campanula rotundifolia,0,Campanula
NN8369,Capsella bursa,0,Capsella
NN8369,Cardamine flexuosa,0,Cardamine
NN8369,Cardamine hirsuta,0,Cardamine
NN8369,Cardamine pratensis,0,Cardamine
NN8369,Carduus nutans,0,Carduus
NN8369,Carum verticillatum,0,Carum
NN8369,Centaurea cyanus,0,Centaurea
NN8369,Centaurea nigra,0,Centaurea
NN8369,Centaurea scabiosa,0,Centaurea
NN8369,Centaurium erythraea,0,Centaurium
NN8369,Cerastium arvense,0,Cerastium
NN8369,Cerastium fontanum,0,Cerastium
NN8369,Cerastium glomeratum,0,Cerastium
NN8369,Ceratocapnos claviculata,0,Ceratocapnos
NN8369,Chaerophyllum temulum,0,Chaerophyllum
NN8369,Chamaemelum nobile,0,Chamaemelum
NN8369,Chamerion angustifolium,0,Chamerion
NN8369,Chenopodium album,0,Chenopodium
NN8369,Chenopodium ficifolium,0,Chenopodium
NN8369,Chenopodium quinoa,0,Chenopodium
NN8369,Cichorium intybus,0,Cichorium
NN8369,Circaea lutetiana,0,Circaea
NN8369,Cirsium arvense,0,Cirsium
NN8369,Cirsium eriophorum,0,Cirsium
NN8369,Cirsium palustre,0,Cirsium
NN8369,Cirsium vulgare,0,Cirsium
NN8369,Clematis vitalba,0,Clematis
NN8369,Clinopodium vulgare,0,Clinopodium
NN8369,Conium maculatum,0,Conium
NN8369,Conopodium majus,0,Conopodium
NN8369,Convolvulus arvensis,0,Convolvulus
NN8369,Conyza canadensis,0,Conyza
NN8369,Cotoneaster salicifolius,0,Cotoneaster
NN8369,Crataegus monogyna,0,Crataegus
NN8369,Crepis capillaris,0,Crepis
NN8369,Crepis vesicaria,0,Crepis
NN8369,Cruciata laevipes,0,Cruciata
NN8369,Cytisus scoparius,0,Cytisus
NN8369,Dactylorhiza fuchsii,0,Dactylorhiza
NN8369,Dactylorhiza maculata,0,Dactylorhiza
NN8369,Daucus carota,0,Daucus
NN8369,Digitalis ferruginea,0,Digitalis
NN8369,Digitalis grandiflora,0,Digitalis
NN8369,Digitalis purpurea,0,Digitalis
NN8369,Dioscorea communis,0,Dioscorea
NN8369,Doronicum plantagineum,0,Doronicum
NN8369,Drosera anglica,0,Drosera
NN8369,Drosera rotundifolia,0,Drosera
NN8369,Dryas octopetala,0,Dryas
NN8369,Epilobium hirsutum,0,Epilobium
NN8369,Epilobium montanum,0,Epilobium
NN8369,Epilobium obscurum,0,Epilobium
NN8369,Epilobium palustre,0,Epilobium
NN8369,Epilobium parviflorum,0,Epilobium
NN8369,Epilobium roseum,0,Epilobium
NN8369,Epilobium tetragonum,0,Epilobium
NN8369,Erica cinerea,42,Erica
NN8369,Erica tetralix,24,Erica
NN8369,Eriophorum vaginatum,0,Eriophorum
NN8369,Eupatorium cannabinum,0,Eupatorium
NN8369,Euphorbia exigua,0,Euphorbia
NN8369,Euphorbia helioscopia,0,Euphorbia
NN8369,Euphrasia officinalis,0,Euphrasia
NN8369,Fagopyrum esculentum,0,Fagopyrum
NN8369,Fallopia convolvulus,0,Fallopia
NN8369,Filipendula ulmaria,0,Filipendula
NN8369,Fumaria officinalis,0,Fumaria
NN8369,Galeopsis speciosa,0,Galeopsis
NN8369,Galeopsis tetrahit,0,Galeopsis
NN8369,Galium aparine,0,Galium
NN8369,Galium mollugo,0,Galium
NN8369,Galium odoratum,0,Galium
NN8369,Galium palustre,0,Galium
NN8369,Galium saxatile,770,Galium
NN8369,Galium verum,0,Galium
NN8369,Genista anglica,0,Genista
NN8369,Geranium dissectum,0,Geranium
NN8369,Geranium molle,0,Geranium
NN8369,Geranium nodosum,0,Geranium
NN8369,Geranium pratense,0,Geranium
NN8369,Geranium pyrenaicum,0,Geranium
NN8369,Geranium robertianum,0,Geranium
NN8369,Geum urbanum,0,Geum
NN8369,Glechoma hederacea,0,Glechoma
NN8369,Hedera helix,0,Hedera
NN8369,Helianthus annuus,0,Helianthus
NN8369,Heracleum mantegazzianum,0,Heracleum
NN8369,Heracleum sphondylium,0,Heracleum
NN8369,Hippocrepis comosa,0,Hippocrepis
NN8369,Hordeum vulgare,0,Hordeum
NN8369,Hyacinthoides non,0,Hyacinthoides
NN8369,Hypericum forrestii,0,Hypericum
NN8369,Hypericum perforatum,0,Hypericum
NN8369,Hypericum pulchrum,0,Hypericum
NN8369,Hypericum tetrapterum,0,Hypericum
NN8369,Hypochaeris radicata,0,Hypochaeris
NN8369,Ilex aquifolium,0,Ilex
NN8369,Impatiens glandulifera,0,Impatiens
NN8369,Impatiens parviflora,0,Impatiens
NN8369,Iris pseudacorus,0,Iris
NN8369,Jacobaea erucifolia,0,Jacobaea
NN8369,Jacobaea vulgaris,0,Jacobaea
NN8369,Jasione montana,0,Jasione
NN8369,Juncus conglomeratus,0,Juncus
NN8369,Juncus effusus,0,Juncus
NN8369,Knautia arvensis,0,Knautia
NN8369,Lactuca serriola,0,Lactuca
NN8369,Lamium album,0,Lamium
NN8369,Lamium galeobdolon,0,Lamium
NN8369,Lamium purpureum,0,Lamium
NN8369,Lapsana communis,0,Lapsana
NN8369,Lathyrus aphaca,0,Lathyrus
NN8369,Lathyrus linifolius,0,Lathyrus
NN8369,Lathyrus pratensis,0,Lathyrus
NN8369,Leontodon hispidus,0,Leontodon
NN8369,Leontodon saxatilis,0,Leontodon
NN8369,Leucanthemum vulgare,0,Leucanthemum
NN8369,Ligusticum scoticum,0,Ligusticum
NN8369,Limonium vulgare,0,Limonium
NN8369,Linaria vulgaris,0,Linaria
NN8369,Linum catharticum,0,Linum
NN8369,Linum usitatissimum,0,Linum
NN8369,Lonicera caprifolium,0,Lonicera
NN8369,Lonicera periclymenum,0,Lonicera
NN8369,Lotus angustissimus,0,Lotus
NN8369,Lotus corniculatus,0,Lotus
NN8369,Lotus pedunculatus,0,Lotus
NN8369,Lotus subbiflorus,0,Lotus
NN8369,Luzula campestris,0,Luzula
NN8369,Lysimachia nemorum,0,Lysimachia
NN8369,Lysimachia punctata,0,Lysimachia
NN8369,Lysimachia vulgaris,0,Lysimachia
NN8369,Lythrum alatum,0,Lythrum
NN8369,Lythrum salicaria,0,Lythrum
NN8369,Malva sylvestris,0,Malva
NN8369,Matricaria chamomilla,0,Matricaria
NN8369,Matricaria discoidea,0,Matricaria
NN8369,Medicago lupulina,0,Medicago
NN8369,Melampyrum pratense,0,Melampyrum
NN8369,Mentha aquatica,0,Mentha
NN8369,Mentha arvensis,0,Mentha
NN8369,Mercurialis perennis,0,Mercurialis
NN8369,Myosotis arvensis,0,Myosotis
NN8369,Myosotis discolor,0,Myosotis
NN8369,Myosotis sylvatica,0,Myosotis
NN8369,Narthecium ossifragum,0,Narthecium
NN8369,Odontites vernus,0,Odontites
NN8369,Oenanthe crocata,0,Oenanthe
NN8369,Origanum vulgare,0,Origanum
NN8369,Ornithopus perpusillus,0,Ornithopus
NN8369,Oxalis acetosella,0,Oxalis
NN8369,Panicum miliaceum,0,Panicum
NN8369,Papaver rhoeas,0,Papaver
NN8369,Pedicularis sylvatica,0,Pedicularis
NN8369,Persicaria amplexicaulis,0,Persicaria
NN8369,Persicaria bistorta,0,Persicaria
NN8369,Persicaria hydropiper,0,Persicaria
NN8369,Persicaria lapathifolia,0,Persicaria
NN8369,Persicaria maculosa,0,Persicaria
NN8369,Peucedanum ostruthium,0,Peucedanum
NN8369,Picris echioides,0,Picris
NN8369,Picris hieracioides,0,Picris
NN8369,Pilosella officinarum,0,Pilosella
NN8369,Pimpinella saxifraga,0,Pimpinella
NN8369,Pinguicula vulgaris,0,Pinguicula
NN8369,Plantago lanceolata,0,Plantago
NN8369,Plantago major,0,Plantago
NN8369,Plantago maritima,0,Plantago
NN8369,Poa annua,0,Poa
NN8369,Polygala serpyllifolia,0,Polygala
NN8369,Polygala vulgaris,0,Polygala
NN8369,Polygonum aviculare,0,Polygonum
NN8369,Potentilla anglica,0,Potentilla
NN8369,Potentilla anserina,0,Potentilla
NN8369,Potentilla erecta,198,Potentilla
NN8369,Potentilla recta,0,Potentilla
NN8369,Potentilla reptans,0,Potentilla
NN8369,Prunella vulgaris,0,Prunella
NN8369,Prunus spinosa,0,Prunus
NN8369,Pulicaria dysenterica,0,Pulicaria
NN8369,Ranunculus acris,0,Ranunculus
NN8369,Ranunculus bulbosus,0,Ranunculus
NN8369,Ranunculus ficaria,0,Ranunculus
NN8369,Ranunculus flammula,0,Ranunculus
NN8369,Ranunculus repens,0,Ranunculus
NN8369,Ranunculus sardous,0,Ranunculus
NN8369,Raphanus raphanistrum,0,Raphanus
NN8369,Raphanus sativus,0,Raphanus
NN8369,Rhinanthus minor,0,Rhinanthus
NN8369,Rosa arvensis,0,Rosa
NN8369,Rosa canina,0,Rosa
NN8369,Rubus caesius,0,Rubus
NN8369,Rubus fruticosus,0,Rubus
NN8369,Rubus idaeus,0,Rubus
NN8369,Rumex acetosa,0,Rumex
NN8369,Rumex acetosella,0,Rumex
NN8369,Rumex crispus,0,Rumex
NN8369,Rumex obtusifolius,0,Rumex
NN8369,Rumex sanguineus,0,Rumex
NN8369,Sagina saginoides,0,Sagina
NN8369,Sambucus nigra,0,Sambucus
NN8369,Sanguisorba officinalis,0,Sanguisorba
NN8369,Scorzoneroides autumnalis,1,Scorzoneroides
NN8369,Scrophularia auriculata,0,Scrophularia
NN8369,Scrophularia nodosa,0,Scrophularia
NN8369,Sedum anglicum,0,Sedum
NN8369,Senecio erucifolius,0,Senecio
NN8369,Senecio jacobaea,0,Senecio
NN8369,Senecio vulgaris,0,Senecio
NN8369,Sherardia arvensis,0,Sherardia
NN8369,Silene dioica,0,Silene
NN8369,Silene latifolia,0,Silene
NN8369,Silybum marianum,0,Silybum
NN8369,Sinapis alba,0,Sinapis
NN8369,Sinapis arvensis,0,Sinapis
NN8369,Sisymbrium officinale,0,Sisymbrium
NN8369,Solanum dulcamara,0,Solanum
NN8369,Solanum nigrum,0,Solanum
NN8369,Solanum tuberosum,0,Solanum
NN8369,Sonchus arvensis,0,Sonchus
NN8369,Sonchus asper,0,Sonchus
NN8369,Sonchus oleraceus,0,Sonchus
NN8369,Sorbus aucuparia,0,Sorbus
NN8369,Spergula arvensis,0,Spergula
NN8369,Spergularia media,0,Spergularia
NN8369,Stachys arvensis,0,Stachys
NN8369,Stachys palustris,0,Stachys
NN8369,Stachys sylvatica,0,Stachys
NN8369,Stellaria alsine,0,Stellaria
NN8369,Stellaria graminea,0,Stellaria
NN8369,Stellaria holostea,0,Stellaria
NN8369,Stellaria media,0,Stellaria
NN8369,Suaeda maritima,0,Suaeda
NN8369,Succisa pratensis,5,Succisa
NN8369,Symphytum officinale,0,Symphytum
NN8369,Taraxacum agg,0,Taraxacum
NN8369,Taraxacum officinale,0,Taraxacum
NN8369,Teucrium scorodonia,0,Teucrium
NN8369,Thlaspi arvense,0,Thlaspi
NN8369,Thymus polytrichus,0,Thymus
NN8369,Thymus vulgaris,0,Thymus
NN8369,Torilis japonica,0,Torilis
NN8369,Tragopogon pratensis,0,Tragopogon
NN8369,Trientalis europaea,11,Trientalis
NN8369,Trifolium arvense,0,Trifolium
NN8369,Trifolium campestre,0,Trifolium
NN8369,Trifolium constantinopolitanum,0,Trifolium
NN8369,Trifolium dubium,0,Trifolium
NN8369,Trifolium pratense,0,Trifolium
NN8369,Trifolium repens,0,Trifolium
NN8369,Tripleurospermum inodorum,0,Tripleurospermum
NN8369,Tripleurospermum maritimum,0,Tripleurospermum
NN8369,Turgenia latifolia,0,Turgenia
NN8369,Ulex europaeus,0,Ulex
NN8369,Ulex gallii,0,Ulex
NN8369,Urtica dioica,0,Urtica
NN8369,Vaccinium myrtillus,0,Vaccinium
NN8369,Vaccinium oxycoccos,0,Vaccinium
NN8369,Vaccinium vitis,43,Vaccinium
NN8369,Valeriana dioica,0,Valeriana
NN8369,Valeriana officinalis,0,Valeriana
NN8369,Verbena officinalis,0,Verbena
NN8369,Verbena x,0,Verbena
NN8369,Veronica agrestis,0,Veronica
NN8369,Veronica arvensis,0,Veronica
NN8369,Veronica beccabunga,0,Veronica
NN8369,Veronica chamaedrys,0,Veronica
NN8369,Veronica hederifolia,0,Veronica
NN8369,Veronica montana,0,Veronica
NN8369,Veronica officinalis,0,Veronica
NN8369,Veronica persica,0,Veronica
NN8369,Veronica polita,0,Veronica
NN8369,Veronica serpyllifolia,0,Veronica
NN8369,Vicia benghalensis,0,Vicia
NN8369,Vicia cracca,0,Vicia
NN8369,Vicia faba,0,Vicia
NN8369,Vicia hirsuta,0,Vicia
NN8369,Vicia lutea,0,Vicia
NN8369,Vicia sativa,0,Vicia
NN8369,Vicia sepium,0,Vicia
NN8369,Vicia spp,0,Vicia
NN8369,Vicia tetrasperma,0,Vicia
NN8369,Viola arvensis,0,Viola
NN8369,Viola canina,0,Viola
NN8369,Viola palustris,0,Viola
NN8369,Viola riviniana,0,Viola
NN8369,Zea mays,0,Zea
NN8497,Acer pseudoplatanus,0,Acer
NN8497,Achillea millefolium,0,Achillea
NN8497,Achillea ptarmica,0,Achillea
NN8497,Aegopodium podagraria,0,Aegopodium
NN8497,Aethusa cynapium,0,Aethusa
NN8497,Ajuga reptans,0,Ajuga
NN8497,Alliaria petiolata,0,Alliaria
NN8497,Alnus glutinosa,0,Alnus
NN8497,Anagallis arvensis,0,Anagallis
NN8497,Anchusa arvensis,0,Anchusa
NN8497,Anemone nemorosa,0,Anemone
NN8497,Angelica sylvestris,0,Angelica
NN8497,Anthemis cotula,0,Anthemis
NN8497,Anthriscus caucalis,0,Anthriscus
NN8497,Anthriscus sylvestris,0,Anthriscus
NN8497,Apium nodiflorum,0,Apium
NN8497,Armeria maritima,0,Armeria
NN8497,Artemisia absinthium,0,Artemisia
NN8497,Artemisia annua,0,Artemisia
NN8497,Artemisia vulgaris,0,Artemisia
NN8497,Aster tripolium,0,Aster
NN8497,Atriplex patula,0,Atriplex
NN8497,Atriplex portulacoides,0,Atriplex
NN8497,Ballota nigra,0,Ballota
NN8497,Barbarea vulgaris,0,Barbarea
NN8497,Bellis perennis,0,Bellis
NN8497,Berula erecta,0,Berula
NN8497,Brassica napus,0,Brassica
NN8497,Brassica oleracea,0,Brassica
NN8497,Brassica rapa,0,Brassica
NN8497,Bryonia dioica,0,Bryonia
NN8497,Buddleja davidii,0,Buddleja
NN8497,Bupleurum tenuissimum,0,Bupleurum
NN8497,Calluna vulgaris,5147,Calluna
NN8497,Caltha palustris,0,Caltha
NN8497,Calystegia sepium,0,Calystegia
NN8497,Campanula rotundifolia,8,Campanula
NN8497,Capsella bursa,0,Capsella
NN8497,Cardamine flexuosa,0,Cardamine
NN8497,Cardamine hirsuta,0,Cardamine
NN8497,Cardamine pratensis,0,Cardamine
NN8497,Carduus nutans,0,Carduus
NN8497,Carum verticillatum,0,Carum
NN8497,Centaurea cyanus,0,Centaurea
NN8497,Centaurea nigra,0,Centaurea
NN8497,Centaurea scabiosa,0,Centaurea
NN8497,Centaurium erythraea,0,Centaurium
NN8497,Cerastium arvense,0,Cerastium
NN8497,Cerastium fontanum,0,Cerastium
NN8497,Cerastium glomeratum,0,Cerastium
NN8497,Ceratocapnos claviculata,0,Ceratocapnos
NN8497,Chaerophyllum temulum,0,Chaerophyllum
NN8497,Chamaemelum nobile,0,Chamaemelum
NN8497,Chamerion angustifolium,0,Chamerion
NN8497,Chenopodium album,0,Chenopodium
NN8497,Chenopodium ficifolium,0,Chenopodium
NN8497,Chenopodium quinoa,0,Chenopodium
NN8497,Cichorium intybus,0,Cichorium
NN8497,Circaea lutetiana,0,Circaea
NN8497,Cirsium arvense,0,Cirsium
NN8497,Cirsium eriophorum,0,Cirsium
NN8497,Cirsium palustre,0,Cirsium
NN8497,Cirsium vulgare,0,Cirsium
NN8497,Clematis vitalba,0,Clematis
NN8497,Clinopodium vulgare,0,Clinopodium
NN8497,Conium maculatum,0,Conium
NN8497,Conopodium majus,0,Conopodium
NN8497,Convolvulus arvensis,0,Convolvulus
NN8497,Conyza canadensis,0,Conyza
NN8497,Cotoneaster salicifolius,0,Cotoneaster
NN8497,Crataegus monogyna,0,Crataegus
NN8497,Crepis capillaris,0,Crepis
NN8497,Crepis vesicaria,0,Crepis
NN8497,Cruciata laevipes,0,Cruciata
NN8497,Cytisus scoparius,0,Cytisus
NN8497,Dactylorhiza fuchsii,0,Dactylorhiza
NN8497,Dactylorhiza maculata,0,Dactylorhiza
NN8497,Daucus carota,0,Daucus
NN8497,Digitalis ferruginea,0,Digitalis
NN8497,Digitalis grandiflora,0,Digitalis
NN8497,Digitalis purpurea,0,Digitalis
NN8497,Dioscorea communis,0,Dioscorea
NN8497,Doronicum plantagineum,0,Doronicum
NN8497,Drosera anglica,0,Drosera
NN8497,Drosera rotundifolia,0,Drosera
NN8497,Dryas octopetala,0,Dryas
NN8497,Epilobium hirsutum,0,Epilobium
NN8497,Epilobium montanum,0,Epilobium
NN8497,Epilobium obscurum,0,Epilobium
NN8497,Epilobium palustre,0,Epilobium
NN8497,Epilobium parviflorum,0,Epilobium
NN8497,Epilobium roseum,0,Epilobium
NN8497,Epilobium tetragonum,0,Epilobium
NN8497,Erica cinerea,1796,Erica
NN8497,Erica tetralix,15,Erica
NN8497,Eriophorum vaginatum,0,Eriophorum
NN8497,Eupatorium cannabinum,0,Eupatorium
NN8497,Euphorbia exigua,0,Euphorbia
NN8497,Euphorbia helioscopia,0,Euphorbia
NN8497,Euphrasia officinalis,0,Euphrasia
NN8497,Fagopyrum esculentum,0,Fagopyrum
NN8497,Fallopia convolvulus,0,Fallopia
NN8497,Filipendula ulmaria,0,Filipendula
NN8497,Fumaria officinalis,0,Fumaria
NN8497,Galeopsis speciosa,0,Galeopsis
NN8497,Galeopsis tetrahit,0,Galeopsis
NN8497,Galium aparine,0,Galium
NN8497,Galium mollugo,0,Galium
NN8497,Galium odoratum,0,Galium
NN8497,Galium palustre,0,Galium
NN8497,Galium saxatile,4995,Galium
NN8497,Galium verum,15,Galium
NN8497,Genista anglica,0,Genista
NN8497,Geranium dissectum,0,Geranium
NN8497,Geranium molle,0,Geranium
NN8497,Geranium nodosum,0,Geranium
NN8497,Geranium pratense,0,Geranium
NN8497,Geranium pyrenaicum,0,Geranium
NN8497,Geranium robertianum,0,Geranium
NN8497,Geum urbanum,0,Geum
NN8497,Glechoma hederacea,0,Glechoma
NN8497,Hedera helix,0,Hedera
NN8497,Helianthus annuus,0,Helianthus
NN8497,Heracleum mantegazzianum,0,Heracleum
NN8497,Heracleum sphondylium,0,Heracleum
NN8497,Hippocrepis comosa,0,Hippocrepis
NN8497,Hordeum vulgare,0,Hordeum
NN8497,Hyacinthoides non,0,Hyacinthoides
NN8497,Hypericum forrestii,0,Hypericum
NN8497,Hypericum perforatum,0,Hypericum
NN8497,Hypericum pulchrum,0,Hypericum
NN8497,Hypericum tetrapterum,0,Hypericum
NN8497,Hypochaeris radicata,0,Hypochaeris
NN8497,Ilex aquifolium,0,Ilex
NN8497,Impatiens glandulifera,0,Impatiens
NN8497,Impatiens parviflora,0,Impatiens
NN8497,Iris pseudacorus,0,Iris
NN8497,Jacobaea erucifolia,0,Jacobaea
NN8497,Jacobaea vulgaris,0,Jacobaea
NN8497,Jasione montana,0,Jasione
NN8497,Juncus conglomeratus,0,Juncus
NN8497,Juncus effusus,0,Juncus
NN8497,Knautia arvensis,0,Knautia
NN8497,Lactuca serriola,0,Lactuca
NN8497,Lamium album,0,Lamium
NN8497,Lamium galeobdolon,0,Lamium
NN8497,Lamium purpureum,0,Lamium
NN8497,Lapsana communis,0,Lapsana
NN8497,Lathyrus aphaca,0,Lathyrus
NN8497,Lathyrus linifolius,0,Lathyrus
NN8497,Lathyrus pratensis,0,Lathyrus
NN8497,Leontodon hispidus,0,Leontodon
NN8497,Leontodon saxatilis,0,Leontodon
NN8497,Leucanthemum vulgare,0,Leucanthemum
NN8497,Ligusticum scoticum,0,Ligusticum
NN8497,Limonium vulgare,0,Limonium
NN8497,Linaria vulgaris,0,Linaria
NN8497,Linum catharticum,0,Linum
NN8497,Linum usitatissimum,0,Linum
NN8497,Lonicera caprifolium,0,Lonicera
NN8497,Lonicera periclymenum,0,Lonicera
NN8497,Lotus angustissimus,0,Lotus
NN8497,Lotus corniculatus,0,Lotus
NN8497,Lotus pedunculatus,0,Lotus
NN8497,Lotus subbiflorus,0,Lotus
NN8497,Luzula campestris,0,Luzula
NN8497,Lysimachia nemorum,0,Lysimachia
NN8497,Lysimachia punctata,0,Lysimachia
NN8497,Lysimachia vulgaris,0,Lysimachia
NN8497,Lythrum alatum,0,Lythrum
NN8497,Lythrum salicaria,0,Lythrum
NN8497,Malva sylvestris,0,Malva
NN8497,Matricaria chamomilla,0,Matricaria
NN8497,Matricaria discoidea,0,Matricaria
NN8497,Medicago lupulina,0,Medicago
NN8497,Melampyrum pratense,0,Melampyrum
NN8497,Mentha aquatica,0,Mentha
NN8497,Mentha arvensis,0,Mentha
NN8497,Mercurialis perennis,0,Mercurialis
NN8497,Myosotis arvensis,0,Myosotis
NN8497,Myosotis discolor,0,Myosotis
NN8497,Myosotis sylvatica,0,Myosotis
NN8497,Narthecium ossifragum,0,Narthecium
NN8497,Odontites vernus,0,Odontites
NN8497,Oenanthe crocata,0,Oenanthe
NN8497,Origanum vulgare,0,Origanum
NN8497,Ornithopus perpusillus,0,Ornithopus
NN8497,Oxalis acetosella,0,Oxalis
NN8497,Panicum miliaceum,0,Panicum
NN8497,Papaver rhoeas,0,Papaver
NN8497,Pedicularis sylvatica,0,Pedicularis
NN8497,Persicaria amplexicaulis,0,Persicaria
NN8497,Persicaria bistorta,0,Persicaria
NN8497,Persicaria hydropiper,0,Persicaria
NN8497,Persicaria lapathifolia,0,Persicaria
NN8497,Persicaria maculosa,0,Persicaria
NN8497,Peucedanum ostruthium,0,Peucedanum
NN8497,Picris echioides,0,Picris
NN8497,Picris hieracioides,0,Picris
NN8497,Pilosella officinarum,0,Pilosella
NN8497,Pimpinella saxifraga,0,Pimpinella
NN8497,Pinguicula vulgaris,0,Pinguicula
NN8497,Plantago lanceolata,3.3,Plantago
NN8497,Plantago major,0,Plantago
NN8497,Plantago maritima,0,Plantago
NN8497,Poa annua,0,Poa
NN8497,Polygala serpyllifolia,0,Polygala
NN8497,Polygala vulgaris,0,Polygala
NN8497,Polygonum aviculare,0,Polygonum
NN8497,Potentilla anglica,0,Potentilla
NN8497,Potentilla anserina,0,Potentilla
NN8497,Potentilla erecta,105,Potentilla
NN8497,Potentilla recta,0,Potentilla
NN8497,Potentilla reptans,0,Potentilla
NN8497,Prunella vulgaris,0,Prunella
NN8497,Prunus spinosa,0,Prunus
NN8497,Pulicaria dysenterica,0,Pulicaria
NN8497,Ranunculus acris,0,Ranunculus
NN8497,Ranunculus bulbosus,0,Ranunculus
NN8497,Ranunculus ficaria,0,Ranunculus
NN8497,Ranunculus flammula,0,Ranunculus
NN8497,Ranunculus repens,0,Ranunculus
NN8497,Ranunculus sardous,0,Ranunculus
NN8497,Raphanus raphanistrum,0,Raphanus
NN8497,Raphanus sativus,0,Raphanus
NN8497,Rhinanthus minor,0,Rhinanthus
NN8497,Rosa arvensis,0,Rosa
NN8497,Rosa canina,0,Rosa
NN8497,Rubus caesius,0,Rubus
NN8497,Rubus fruticosus,0,Rubus
NN8497,Rubus idaeus,0,Rubus
NN8497,Rumex acetosa,0,Rumex
NN8497,Rumex acetosella,0,Rumex
NN8497,Rumex crispus,0,Rumex
NN8497,Rumex obtusifolius,0,Rumex
NN8497,Rumex sanguineus,0,Rumex
NN8497,Sagina saginoides,0,Sagina
NN8497,Sambucus nigra,0,Sambucus
NN8497,Sanguisorba officinalis,0,Sanguisorba
NN8497,Scorzoneroides autumnalis,0,Scorzoneroides
NN8497,Scrophularia auriculata,0,Scrophularia
NN8497,Scrophularia nodosa,0,Scrophularia
NN8497,Sedum anglicum,0,Sedum
NN8497,Senecio erucifolius,0,Senecio
NN8497,Senecio jacobaea,0,Senecio
NN8497,Senecio vulgaris,0,Senecio
