"sample_id","country","location_code","location_name","x1km_square","sample_projection","land_cover","date","year","digitised_by","pan_trap_station","trap_active_from","trap_active_to","trap_disturbed","temperature_start","temperature_end","cloud_cover_start","cloud_cover_end","wind_speed_start","wind_speed_end","exposure_sun","cast_shadow","vegetation_height_average","habitat_main","habitat_other","moved","sample_code_bycatch","wasps_solitary","wasps_social","wasps_parasitic","sawflies","flies","moths","butterflies","beetles_pollen","beetles_other","insects_small","insects_other","spiders","all_invertebrates_excluding_bees_hoverflies","bees","hoverflies","all_invertebrates_including_bees_hoverflies"
14940531,"England","174","ST2636 near Bridgwater","ST2636","OSGB","agricultural","14/07/2021",2021,147199,4,"09:08","15:06","no",18,23,20,5,2,3,100,0,70,"H17 - Dry semi/unimproved (flower-rich) neutral grassland","H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",0,2790,0,0,2,0,52,0,0,0,5,0,2,0,61,5,2,68
14940524,"England","174","ST2636 near Bridgwater","ST2636","OSGB","agricultural","14/07/2021",2021,147199,3,"09:16","15:14","no",18,23,10,5,3,3,100,0,100,"H17 - Dry semi/unimproved (flower-rich) neutral grassland","H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",0,2759,1,0,1,0,128,0,0,0,20,0,1,0,151,28,2,181
14940516,"England","174","ST2636 near Bridgwater","ST2636","OSGB","agricultural","14/07/2021",2021,147199,2,"09:23","15:20","no",18,23,10,5,3,3,100,0,10,"H17 - Dry semi/unimproved (flower-rich) neutral grassland",,0,2751,0,0,3,0,38,0,0,0,0,1,0,0,42,6,1,49
14940409,"England","174","ST2636 near Bridgwater","ST2636","OSGB","agricultural","14/07/2021",2021,147199,1,"09:31","15:27","no",18,23,5,3,3,3,100,0,10,"H17 - Dry semi/unimproved (flower-rich) neutral grassland",,0,2727,0,0,4,0,55,0,2,0,1,0,0,0,62,20,3,85
14940391,"England","185","SX8144 Slapton","SX8144","OSGB","agricultural","13/07/2021",2021,147199,5,"09:23","15:20","no",18,23,3,30,1,1,80,0,50,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H14 - Inland swamp/fen stands without open water (e.g. reedbeds)",0,2713,0,0,5,0,43,0,1,0,1,1,0,0,51,3,0,54
14940385,"England","185","SX8144 Slapton","SX8144","OSGB","agricultural","13/07/2021",2021,147199,4,"09:33","15:31","no",19,23,5,40,1,1,80,30,120,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H26 - Mature broadleaved woodland",0,2711,0,0,4,0,17,0,0,0,1,1,2,0,25,0,1,26
14940354,"England","185","SX8144 Slapton","SX8144","OSGB","agricultural","13/07/2021",2021,147199,3,"09:44","15:41","no",19,23,10,30,1,2,80,80,80,"H32 - Bare ground/herb/grass mosaics of wood rides, hedgebanks and green lanes","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,2710,0,0,2,0,31,0,0,2,0,0,0,0,35,0,0,35
14940347,"England","185","SX8144 Slapton","SX8144","OSGB","agricultural","13/07/2021",2021,147199,2,"10:04","16:02","no",19,23,30,20,1,1,80,0,20,"H25 - Hedgerows","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,2707,0,0,7,0,83,0,0,0,0,0,1,0,91,1,1,93
14940339,"England","185","SX8144 Slapton","SX8144","OSGB","agricultural","13/07/2021",2021,147199,1,"10:16","16:17","no",19,23,50,20,1,2,80,0,8,"H17 - Dry semi/unimproved (flower-rich) neutral grassland",,0,2705,0,0,0,0,302,0,0,0,2,0,0,0,304,1,0,305
14940312,"England","31","SP1430 Hinchwick","SP1430","OSGB","semi-natural","09/07/2021",2021,147199,5,"09:00","15:25","no",17,21,40,40,1,2,50,0,80,"H35 - Intensive arable crops",,0,763,0,0,2,0,29,0,0,0,0,4,0,0,35,2,0,37
14940307,"England","31","SP1430 Hinchwick","SP1430","OSGB","semi-natural","09/07/2021",2021,147199,4,"09:10","15:37","no",17,21,50,40,0,1,50,10,120,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H28 - Mature mixed broadleaved and coniferous woodland",0,754,0,0,0,0,66,0,0,1,0,1,1,0,69,5,3,77
14940294,"England","31","SP1430 Hinchwick","SP1430","OSGB","semi-natural","09/07/2021",2021,147199,3,"09:28","15:56","no",17,21,80,50,0,1,50,20,50,"H26 - Mature broadleaved woodland",,0,744,0,0,0,0,16,0,0,0,0,0,0,0,16,4,5,25
14940276,"England","31","SP1430 Hinchwick","SP1430","OSGB","semi-natural","09/07/2021",2021,147199,2,"09:35","16:05","no",17,21,80,50,0,2,50,10,70,"H17 - Dry semi/unimproved (flower-rich) neutral grassland","H26 - Mature broadleaved woodland",0,740,0,0,2,0,29,0,0,0,1,0,3,0,35,0,3,38
14940252,"England","31","SP1430 Hinchwick","SP1430","OSGB","semi-natural","09/07/2021",2021,147199,1,"09:45","16:16","no",17,21,40,50,1,1,50,0,90,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H26 - Mature broadleaved woodland",0,733,0,0,0,1,19,0,2,5,1,0,0,0,28,4,2,34
14940227,"England","110","SO8911 Saltridge Hill","SO8911","OSGB","semi-natural","08/07/2021",2021,147199,5,"09:57","15:51","no",17,21,60,70,1,1,80,0,50,"H25 - Hedgerows","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,583,1,0,0,0,29,0,0,0,1,3,0,0,34,3,0,37
14940203,"England","110","SO8911 Saltridge Hill","SO8911","OSGB","semi-natural","08/07/2021",2021,147199,4,"09:45","15:40","no",17,21,60,70,1,1,80,0,70,"H25 - Hedgerows","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,576,0,0,2,0,215,0,0,1,0,8,2,0,228,5,1,234
14940198,"England","110","SO8911 Saltridge Hill","SO8911","OSGB","semi-natural","08/07/2021",2021,147199,3,"09:37","15:32","no",17,21,60,70,1,2,80,0,50,"H25 - Hedgerows","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,568,0,0,3,0,277,0,0,0,0,1,3,0,284,5,2,291
14940173,"England","110","SO8911 Saltridge Hill","SO8911","OSGB","semi-natural","08/07/2021",2021,147199,2,"09:26","15:22","no",16,21,70,80,1,1,80,20,70,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H26 - Mature broadleaved woodland",0,563,0,0,1,0,96,4,0,1,0,1,0,0,103,3,1,107
14940167,"England","110","SO8911 Saltridge Hill","SO8911","OSGB","semi-natural","08/07/2021",2021,147199,1,"09:19","15:15","no",16,21,70,70,1,2,80,0,80,"H25 - Hedgerows","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,559,1,0,4,0,92,0,0,0,2,0,2,0,101,3,0,104
14940156,"England","76","SU7800 near West Itchenor","SU7800","OSGB","agricultural","07/07/2021",2021,147199,5,"09:03","15:05","no",17,19,80,90,2,2,20,0,40,"H17 - Dry semi/unimproved (flower-rich) neutral grassland","H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",0,556,0,0,0,0,7,0,1,0,0,0,0,0,8,0,2,10
14940153,"England","76","SU7800 near West Itchenor","SU7800","OSGB","agricultural","07/07/2021",2021,147199,4,"09:13","15:14","no",17,19,90,90,2,2,20,10,50,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H22 - Dry scrub/shrub thickets",0,551,0,0,0,0,53,0,0,0,0,0,1,0,54,1,3,58
14940142,"England","76","SU7800 near West Itchenor","SU7800","OSGB","agricultural","07/07/2021",2021,147199,3,"09:24","15:23","no",17,19,85,90,3,3,20,0,10,"H17 - Dry semi/unimproved (flower-rich) neutral grassland","H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",0,542,0,0,0,0,30,0,0,0,0,0,0,0,30,0,8,38
14940135,"England","76","SU7800 near West Itchenor","SU7800","OSGB","agricultural","07/07/2021",2021,147199,2,"09:42","15:37","no",17,19,95,90,3,3,20,0,70,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H17 - Dry semi/unimproved (flower-rich) neutral grassland",0,527,0,0,1,0,50,0,0,0,1,0,0,0,52,2,12,66
14940118,"England","76","SU7800 near West Itchenor","SU7800","OSGB","agricultural","07/07/2021",2021,147199,1,"09:50","15:45","no",17,19,100,90,3,3,20,20,30,"H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)","H26 - Mature broadleaved woodland",0,482,0,0,1,0,103,0,0,0,0,1,0,0,105,4,40,149
14938235,"England","183","SO6087 near Ditton Priors","SO6087","OSGB","agricultural","04/06/2021",2021,283015,5,"10:03","15:58","no",18,24,10,10,1,1,75,0,30,"H16 - Dry semi/unimproved acid grassland",,0,4628,0,0,0,0,8,0,0,3,1,0,0,0,12,4,0,16
14938205,"England","183","SO6087 near Ditton Priors","SO6087","OSGB","agricultural","04/06/2021",2021,283015,4,"10:21","16:10","no",19,19,20,15,1,1,75,80,90,"H11 - Bare ground/sparse vegetation of inland freshwater edges","H25 - Hedgerows",0,4624,0,0,2,0,15,0,0,1,1,3,1,0,23,3,0,26
14938186,"England","183","SO6087 near Ditton Priors","SO6087","OSGB","agricultural","04/06/2021",2021,283015,3,"10:37","16:26","no",20,21,20,20,0,1,75,0,5,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,1,4622,0,0,1,1,11,0,0,9,0,1,1,0,24,1,0,25
14938165,"England","183","SO6087 near Ditton Priors","SO6087","OSGB","agricultural","04/06/2021",2021,283015,2,"10:52","16:47","no",19,21,30,15,0,1,75,0,5,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,0,4621,2,0,3,0,21,0,0,2,1,2,0,0,31,0,0,31
14938122,"England","183","SO6087 near Ditton Priors","SO6087","OSGB","agricultural","04/06/2021",2021,283015,1,"11:05","16:56","no",20,19,35,15,0,1,75,0,5,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,1,4620,0,0,0,0,31,0,0,0,0,3,0,0,34,0,0,34
14915475,"England","182","TQ1827 near Southwater","TQ1827","OSGB","agricultural","01/07/2021",2021,165262,5,"10:02","16:17","no",16,21,40,90,0,0,90,10,40,"H17 - Dry semi/unimproved (flower-rich) neutral grassland",,0,466,0,0,1,0,22,0,0,2,2,0,0,0,27,9,1,37
14915434,"England","182","TQ1827 near Southwater","TQ1827","OSGB","agricultural","01/07/2021",2021,165262,4,"09:50","16:05","no",16,21,10,75,0,2,100,0,40,"H17 - Dry semi/unimproved (flower-rich) neutral grassland",,0,464,0,0,5,0,48,0,0,6,2,3,0,0,64,1,0,65
14915380,"England","182","TQ1827 near Southwater","TQ1827","OSGB","agricultural","01/07/2021",2021,165262,3,"09:30","15:45","no",16,21,10,95,0,1,100,0,100,"H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",,0,462,0,0,2,1,260,0,0,25,9,2,0,0,299,1,0,300
14913901,"England","182","TQ1827 near Southwater","TQ1827","OSGB","agricultural","01/07/2021",2021,165262,2,"09:24","15:35","no",16,21,10,95,0,0,100,0,100,"H17 - Dry semi/unimproved (flower-rich) neutral grassland",,0,459,0,0,1,0,99,0,0,1,8,4,2,0,115,2,0,117
14913832,"England","182","TQ1827 near Southwater","TQ1827","OSGB","agricultural","01/07/2021",2021,165262,1,"09:15","15:20","no",16,21,15,90,1,1,100,0,120,"H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",,0,456,0,0,2,0,78,0,0,5,7,6,0,0,98,2,0,100
14911915,"Wales","87","SN6634 Blaen-y-cwm","SN6634","OSGB","agricultural","25/06/2021",2021,188432,5,"10:57","16:57","no",15,15,100,100,5,5,0,0,5,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland","H25 - Hedgerows",0,481,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,11
14911891,"Wales","87","SN6634 Blaen-y-cwm","SN6634","OSGB","agricultural","25/06/2021",2021,188432,4,"10:48","16:48","no",15,15,100,100,5,5,0,0,5,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland","H22 - Dry scrub/shrub thickets",0,480,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5
14911841,"Wales","87","SN6634 Blaen-y-cwm","SN6634","OSGB","agricultural","25/06/2021",2021,188432,3,"10:28","16:28","no",15,15,100,100,4,5,0,0,10,"H19 - Seasonally wet and wet marshy grasslands","H25 - Hedgerows",1,479,0,0,1,0,10,0,0,0,0,0,0,0,11,0,0,11
14911815,"Wales","87","SN6634 Blaen-y-cwm","SN6634","OSGB","agricultural","25/06/2021",2021,188432,2,"10:05","16:05","no",15,15,100,100,5,5,0,0,2,"H16 - Dry semi/unimproved acid grassland","H22 - Dry scrub/shrub thickets",0,478,0,0,0,0,11,0,0,0,0,1,0,0,12,0,0,12
14911762,"Wales","87","SN6634 Blaen-y-cwm","SN6634","OSGB","agricultural","25/06/2021",2021,188432,1,"09:50","15:50","no",15,15,100,100,5,5,0,0,2,"H16 - Dry semi/unimproved acid grassland","H22 - Dry scrub/shrub thickets",0,477,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8
14903956,"Wales","146","SS8395 Duffryn","SS8395","OSGB","semi-natural","08/07/2021",2021,158802,5,"09:30","15:30","no",17,20,60,90,0,0,50,0,100,"H20 - Bracken dominated glades or hillsides","H16 - Dry semi/unimproved acid grassland",0,1495,0,0,3,0,125,0,0,0,0,1,1,0,130,2,0,132
14903933,"Wales","146","SS8395 Duffryn","SS8395","OSGB","semi-natural","08/07/2021",2021,158802,4,"09:40","15:40","no",17,20,50,90,1,1,50,0,40,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,0,1491,0,0,4,0,48,0,0,0,0,2,0,0,54,0,3,57
14903866,"Wales","146","SS8395 Duffryn","SS8395","OSGB","semi-natural","08/07/2021",2021,158802,3,"09:50","15:50","no",18,22,30,90,1,1,50,0,80,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",0,1482,0,0,12,0,54,0,0,0,2,7,1,0,76,2,6,84
14903842,"Wales","146","SS8395 Duffryn","SS8395","OSGB","semi-natural","08/07/2021",2021,158802,2,"10:00","16:00","no",19,22,30,90,1,1,50,0,100,"H16 - Dry semi/unimproved acid grassland","H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",0,1476,0,0,1,0,52,0,0,0,0,0,1,0,54,2,3,59
14903810,"Scotland","157","NN5527 Lairig Cheile","NN5527","OSGB","semi-natural","16/06/2021",2021,71960,5,"10:25","16:25","no",14,16,50,40,1,2,25,0,20,"H23 - Wet and dry heathland/ dry heather moorland",,0,2994,0,0,3,0,30,1,0,0,0,0,0,0,34,1,2,37
14903789,"Scotland","157","NN5527 Lairig Cheile","NN5527","OSGB","semi-natural","16/06/2021",2021,71960,4,"10:35","16:35","no",14,16,90,40,2,1,25,0,75,"H20 - Bracken dominated glades or hillsides",,0,2993,0,0,2,0,32,0,0,0,0,0,0,0,34,0,0,34
14903787,"Scotland","157","NN5527 Lairig Cheile","NN5527","OSGB","semi-natural","16/06/2021",2021,71960,3,"10:40","16:40","no",14,16,100,35,2,3,25,0,10,"H23 - Wet and dry heathland/ dry heather moorland",,0,2991,0,0,1,0,37,0,0,0,0,1,1,0,40,0,1,41
14903785,"Wales","146","SS8395 Duffryn","SS8395","OSGB","semi-natural","08/07/2021",2021,158802,1,"10:10","16:10","no",19,22,20,90,1,1,50,0,100,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H26 - Mature broadleaved woodland",0,1469,0,0,1,0,34,0,0,0,0,2,0,0,37,1,5,43
14903781,"Scotland","157","NN5527 Lairig Cheile","NN5527","OSGB","semi-natural","16/06/2021",2021,71960,2,"10:50","16:50","no",14,16,100,25,1,2,25,0,20,"H12 - Acid bog/mire habitats",,0,2988,0,0,0,0,41,0,0,0,0,0,0,0,41,0,2,43
14903773,"Scotland","157","NN5527 Lairig Cheile","NN5527","OSGB","semi-natural","16/06/2021",2021,71960,1,"11:00","17:00","no",14,16,80,20,3,3,25,0,25,"H23 - Wet and dry heathland/ dry heather moorland",,0,2987,0,0,2,0,15,0,0,0,0,0,0,0,17,0,0,17
14903765,"Scotland","128","NN8497 Feshiebridge","NN8497","OSGB","semi-natural","29/06/2021",2021,71960,1,"10:30","16:35","no",18,22,0,0,1,2,100,0,8,"H31 - Recently felled areas/early-stage woodland and coppice","H27 - Mature coniferous woodland",0,2827,0,0,1,0,5,0,0,0,0,0,0,0,6,0,1,7
14903742,"Scotland","128","NN8497 Feshiebridge","NN8497","OSGB","semi-natural","29/06/2021",2021,71960,2,"10:40","16:45","no",18,22,0,0,1,1,100,50,18,"H27 - Mature coniferous woodland",,0,2829,0,0,0,0,5,0,0,0,1,2,0,0,8,0,1,9
14903739,"Scotland","128","NN8497 Feshiebridge","NN8497","OSGB","semi-natural","29/06/2021",2021,71960,3,"10:47","16:52","no",18,22,0,0,0,1,100,40,40,"H27 - Mature coniferous woodland",,0,2831,0,0,0,0,20,0,0,0,0,1,0,0,21,1,0,22
14903724,"Scotland","128","NN8497 Feshiebridge","NN8497","OSGB","semi-natural","29/06/2021",2021,71960,4,"10:59","17:01","no",18,22,0,0,0,2,100,90,15,"H27 - Mature coniferous woodland",,0,2833,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,14
14903711,"Scotland","128","NN8497 Feshiebridge","NN8497","OSGB","semi-natural","29/06/2021",2021,71960,5,"11:05","17:05","no",18,22,1,0,1,2,100,0,20,"H23 - Wet and dry heathland/ dry heather moorland",,0,2834,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,18
14903649,"Scotland","161","NC5762 near Talmine","NC5762","OSGB","semi-natural","28/06/2021",2021,71960,5,"09:55","15:55","no",15,21,10,10,2,4,100,0,10,"H23 - Wet and dry heathland/ dry heather moorland",,0,2174,0,0,0,0,8,0,0,0,0,1,1,0,10,0,0,10
14903606,"Scotland","161","NC5762 near Talmine","NC5762","OSGB","semi-natural","28/06/2021",2021,71960,4,"10:00","16:03","no",15,21,5,25,2,5,100,0,10,"H23 - Wet and dry heathland/ dry heather moorland",,0,2173,0,0,1,0,2,0,0,0,0,2,0,0,5,0,0,5
14903579,"Scotland","161","NC5762 near Talmine","NC5762","OSGB","semi-natural","28/06/2021",2021,71960,3,"10:06","16:10","no",15,21,2,25,2,5,100,0,10,"H23 - Wet and dry heathland/ dry heather moorland",,0,2172,0,0,0,0,4,0,0,0,0,3,1,0,8,0,0,8
14903562,"Scotland","161","NC5762 near Talmine","NC5762","OSGB","semi-natural","28/06/2021",2021,71960,2,"10:14","16:16","no",15,21,0,40,3,5,100,0,18,"H23 - Wet and dry heathland/ dry heather moorland",,0,2171,0,0,1,0,3,0,0,0,0,25,0,1,30,0,0,30
14903548,"Scotland","161","NC5762 near Talmine","NC5762","OSGB","semi-natural","28/06/2021",2021,71960,1,"10:30","16:30","no",15,21,0,40,2,4,100,0,30,"H23 - Wet and dry heathland/ dry heather moorland",,0,2170,0,0,1,0,1,0,0,0,0,15,0,0,17,0,0,17
14903502,"Scotland","42","NC7158 Achanlochy","NC7158","OSGB","semi-natural","27/06/2021",2021,71960,5,"09:50","15:50","no",14,17,55,95,0,4,75,0,45,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,0,2405,0,0,0,0,16,0,0,0,0,1,0,0,17,1,1,19
14903462,"Scotland","42","NC7158 Achanlochy","NC7158","OSGB","semi-natural","27/06/2021",2021,71960,4,"09:55","16:00","no",14,17,50,95,0,4,75,0,10,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,0,2404,0,0,1,0,3,0,0,0,2,0,0,0,6,0,0,6
14903435,"Scotland","42","NC7158 Achanlochy","NC7158","OSGB","semi-natural","27/06/2021",2021,71960,3,"10:05","16:05","no",14,17,60,90,1,5,75,0,45,"H20 - Bracken dominated glades or hillsides",,0,2401,0,0,0,0,26,0,0,0,0,0,0,0,26,2,0,28
14903407,"Scotland","42","NC7158 Achanlochy","NC7158","OSGB","semi-natural","27/06/2021",2021,71960,2,"10:19","16:19","no",14,18,60,95,1,4,75,0,30,"H23 - Wet and dry heathland/ dry heather moorland","H20 - Bracken dominated glades or hillsides",0,2399,0,0,3,0,15,0,0,0,0,0,0,0,18,1,0,19
14903394,"Scotland","42","NC7158 Achanlochy","NC7158","OSGB","semi-natural","27/06/2021",2021,71960,1,"10:30","16:30","no",14,18,60,85,0,3,75,0,25,"H12 - Acid bog/mire habitats","H23 - Wet and dry heathland/ dry heather moorland",0,2398,0,0,1,0,9,0,1,0,0,33,0,0,44,0,0,44
14903114,"Scotland","51","NN6693 Coraldie","NN6693","OSGB","semi-natural","30/06/2021",2021,71960,5,"10:25","16:25","no",14,21,0,0,1,2,90,0,30,"H20 - Bracken dominated glades or hillsides","H23 - Wet and dry heathland/ dry heather moorland",0,1927,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,29
14903095,"Scotland","51","NN6693 Coraldie","NN6693","OSGB","semi-natural","30/06/2021",2021,71960,4,"10:15","16:15","no",14,21,5,0,2,3,90,0,20,"H23 - Wet and dry heathland/ dry heather moorland",,0,1926,0,0,0,0,11,0,0,0,0,2,0,0,13,0,0,13
14903069,"Scotland","51","NN6693 Coraldie","NN6693","OSGB","semi-natural","30/06/2021",2021,71960,3,"10:05","16:05","no",14,21,10,0,1,2,90,0,10,"H12 - Acid bog/mire habitats",,0,1925,0,0,1,0,10,0,0,0,0,0,0,0,11,0,0,11
14903057,"Scotland","51","NN6693 Coraldie","NN6693","OSGB","semi-natural","30/06/2021",2021,71960,2,"09:55","15:55","no",13,21,10,0,1,1,90,0,20,"H12 - Acid bog/mire habitats",,0,1924,0,0,0,0,12,0,0,0,1,0,0,0,13,0,0,13
14903040,"Scotland","51","NN6693 Coraldie","NN6693","OSGB","semi-natural","30/06/2021",2021,71960,1,"09:45","15:50","no",13,21,20,0,1,3,90,90,20,"H20 - Bracken dominated glades or hillsides","H26 - Mature broadleaved woodland",0,1923,0,0,0,0,23,0,0,0,1,0,0,0,24,0,0,24
14890923,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","08/07/2021",2021,153479,5,"09:55","16:10","no",16,18,50,40,3,3,100,0,10,"H12 - Acid bog/mire habitats",,0,2694,0,0,0,0,15,0,0,1,0,0,0,0,16,0,0,16
14890884,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","08/07/2021",2021,153479,4,"10:10","16:20","no",16,18,50,40,3,2,100,0,15,"H12 - Acid bog/mire habitats","H16 - Dry semi/unimproved acid grassland",0,2692,0,0,1,0,9,0,0,0,0,0,1,1,12,1,0,13
14890861,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","08/07/2021",2021,153479,3,"10:20","16:30","no",16,18,40,40,2,2,100,0,60,"H16 - Dry semi/unimproved acid grassland","H13 - Flushes",0,2691,0,0,0,0,34,0,0,0,0,1,0,0,35,0,0,35
14890826,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","08/07/2021",2021,153479,2,"10:40","16:40","no",16,18,40,40,2,2,100,0,10,"H16 - Dry semi/unimproved acid grassland",,0,2690,0,0,1,0,48,0,0,0,0,0,0,0,49,0,0,49
14890811,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","08/07/2021",2021,153479,1,"10:50","16:50","no",16,18,40,40,2,3,100,0,15,"H16 - Dry semi/unimproved acid grassland",,0,2689,0,0,6,0,24,0,0,0,0,1,0,0,31,0,0,31
14890774,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","31/05/2021",2021,153479,5,"09:15","15:20","no",14,20,5,20,3,5,100,0,15,"H12 - Acid bog/mire habitats","H16 - Dry semi/unimproved acid grassland",0,5100,0,0,1,0,5,0,0,0,0,3,1,0,10,1,0,11
14890759,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","31/05/2021",2021,153479,4,"09:30","15:35","no",14,20,5,20,3,5,100,0,20,"H12 - Acid bog/mire habitats","H16 - Dry semi/unimproved acid grassland",0,5097,0,0,1,0,2,0,0,0,0,0,0,1,4,2,0,6
14890752,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","31/05/2021",2021,153479,3,"09:45","15:45","no",15,20,5,20,3,5,100,0,45,"H16 - Dry semi/unimproved acid grassland",,0,5095,0,0,2,0,4,0,0,0,0,0,0,0,6,0,1,7
14890728,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","31/05/2021",2021,153479,2,"10:00","16:00","no",15,19,5,20,3,4,100,0,10,"H13 - Flushes","H16 - Dry semi/unimproved acid grassland",0,5094,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4
14890723,"Wales","149","SN0732 Bwlch-gwynt","SN0732","OSGB","semi-natural","31/05/2021",2021,153479,1,"10:20","16:20","no",15,20,5,20,4,5,100,0,5,"H16 - Dry semi/unimproved acid grassland",,0,5092,0,0,3,0,12,0,0,0,0,1,0,0,16,1,0,17
14890315,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","04/07/2021",2021,96594,5,"11:14","17:17","no",22,17,60,90,3,4,30,0,70,"H35 - Intensive arable crops",,0,1989,0,0,1,0,8,0,0,0,0,0,0,0,9,0,0,9
14890314,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","04/07/2021",2021,96594,4,"11:02","17:05","no",22,16,80,100,3,3,30,0,30,"H15 - Dry semi/unimproved (flower-rich) chalk/limestone grassland","H25 - Hedgerows",0,1987,0,0,2,0,12,0,0,2,1,0,0,0,17,0,1,18
14890313,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","04/07/2021",2021,96594,3,"10:54","16:54","no",22,16,90,100,3,4,30,0,40,"H25 - Hedgerows","H35 - Intensive arable crops",0,1985,0,0,1,0,10,0,0,13,1,0,0,0,25,1,0,26
14890303,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","04/07/2021",2021,96594,2,"10:44","16:40","no",22,16,20,100,4,4,30,0,60,"H15 - Dry semi/unimproved (flower-rich) chalk/limestone grassland","H25 - Hedgerows",0,1982,0,0,4,0,21,0,0,6,4,0,0,0,35,2,0,37
14890301,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","04/07/2021",2021,96594,1,"10:30","16:30","no",18,16,80,100,4,4,30,0,70,"H35 - Intensive arable crops",,0,1981,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,4
14890293,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","06/06/2021",2021,96594,5,"10:50","18:27","no",17,20,100,80,1,1,5,0,50,"H35 - Intensive arable crops",,0,4665,0,0,1,0,24,1,0,4,2,14,0,0,46,0,0,46
14890292,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","06/06/2021",2021,96594,4,"10:33","18:12","no",16,21,100,90,0,1,5,0,30,"H15 - Dry semi/unimproved (flower-rich) chalk/limestone grassland","H25 - Hedgerows",0,4656,0,0,2,0,43,1,0,0,10,8,0,5,69,8,0,77
14890291,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","06/06/2021",2021,96594,3,"10:22","18:02","no",16,20,100,95,0,1,5,0,50,"H25 - Hedgerows","H35 - Intensive arable crops",0,4652,0,0,1,0,3,0,0,1,0,3,0,2,10,3,0,13
14890290,"England","176","ST9351 near Edington","ST9351","OSGB","agricultural","06/06/2021",2021,96594,2,"09:56","17:36","no",16,22,100,90,1,1,5,0,60,"H15 - Dry semi/unimproved (flower-rich) chalk/limestone grassland","H25 - Hedgerows",0,4650,0,0,2,2,11,0,0,5,8,10,0,0,38,1,0,39
